artist_names,track_name,peak_streams,total_streams,max_peak_rank,min_peak_rank,max_days_on_chart,best_day_streams,first_appearance,uri,source,count,best_day_date,duration_ms,explicit,is_local,popularity,track_number,release_date,album_total_tracks,album_name,spotify_uri,relase-chart_days,chart-best_days,release-best_days,relase-chart_days_bins,is_colab,artist_count
Gunna,alotta cake,1483471,3353536,69,69,3,1483471,2022-01-07,spotify:track:2iCDO8ePNuCvMiMFc0FQdA,300 Entertainment,3,2022-01-07,193986,True,False,0,7,2022-01-07,19,DS4EVER,spotify:track:2iCDO8ePNuCvMiMFc0FQdA,0,0,0,0 days,False,1
"Lil Yachty, Migos",Peek A Boo,525395,3353028,195,169,7,525395,2017-04-15,spotify:track:5hx4FpDZOnDVYlyoG3rMks,"Quality Control Music, LLC",7,2017-05-26,246325,True,False,42,3,2017-04-15,21,Teenage Emotions,spotify:track:5hx4FpDZOnDVYlyoG3rMks,0,41,41,0 days,True,2
BTS,Pied Piper,818497,3348190,86,86,5,818497,2017-09-18,spotify:track:0ffweDHrg4bZqdG4IfGYuo,BIGHIT MUSIC,5,2017-09-18,245620,False,False,0,5,2017-09-18,9,Love Yourself 承 'Her',spotify:track:0ffweDHrg4bZqdG4IfGYuo,0,0,0,0 days,False,1
Gunna,Outstanding,1149112,3345059,86,86,4,1149112,2019-02-22,spotify:track:76PwajqH3ej4hnk9tgaJpp,300 Entertainment,4,2019-02-22,180780,True,False,50,2,2019-02-22,16,Drip or Drown 2,spotify:track:76PwajqH3ej4hnk9tgaJpp,0,0,0,0 days,False,1
Daniel Caesar,Always,1126881,3343090,185,185,3,1126881,2023-04-18,spotify:track:2LlOeW5rVcvl3QcPNPcDus,Republic Records,3,2023-04-18,225312,True,False,81,6,2023-04-07,15,NEVER ENOUGH,spotify:track:2LlOeW5rVcvl3QcPNPcDus,11,0,11,1-2 weeks,False,1
"Miley Cyrus, Mark Ronson, Sean Ono Lennon",Happy Xmas (War Is Over) (feat. Sean Ono Lennon),1614325,3342991,160,78,3,1614325,2018-12-23,spotify:track:5KHzV8Gf3aweIMImliFAOs,Columbia,3,2018-12-24,220588,False,False,45,1,2018-12-14,1,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),spotify:track:5KHzV8Gf3aweIMImliFAOs,9,1,10,1-2 weeks,True,3
Lorde,Hard Feelings/Loveless,750765,3340519,110,110,6,750765,2017-06-16,spotify:track:1Dp7JGFNjvg8Nk0CtMCcnr,Universal Music New Zealand Limited,6,2017-06-16,367391,True,False,58,6,2017-06-16,11,Melodrama,spotify:track:1Dp7JGFNjvg8Nk0CtMCcnr,0,0,0,0 days,False,1
Paramore,This Is Why,1264634,3340134,96,94,3,1264634,2022-09-29,spotify:track:7z84Fwf1R3Z2BwHCP620CI,Atlantic Records,3,2022-09-30,207652,False,False,0,1,2022-09-28,1,This Is Why,spotify:track:7z84Fwf1R3Z2BwHCP620CI,1,1,2,<1 week,False,1
Eleni Foureira,Fuego,720745,3318504,115,115,5,720745,2018-05-13,spotify:track:22ppznuzVF9LKamaaqMMqu,A-P Records,5,2018-05-14,183675,False,False,0,1,2018-03-09,1,Fuego,spotify:track:22ppznuzVF9LKamaaqMMqu,65,1,66,4+ weeks,False,1
"Trippie Redd, Drake",Betrayal (feat. Drake),867943,3311367,150,118,4,867943,2021-08-21,spotify:track:4mOkfIYbMX9PXx27hj8NTi,"1400 Entertainment, Inc. / 10K Projects",4,2021-08-22,152024,True,False,0,3,2021-08-21,18,Trip At Knight (Complete Edition),spotify:track:4mOkfIYbMX9PXx27hj8NTi,0,1,1,0 days,True,2
"Chance the Rapper, John Legend",All Day Long,1064401,3310717,96,75,4,1064401,2019-07-26,spotify:track:1g3ErLqysBJ5EIGdYYMWFZ,Chance the Rapper,4,2019-07-27,208238,False,False,40,1,2019-07-26,22,The Big Day,spotify:track:1g3ErLqysBJ5EIGdYYMWFZ,0,1,1,0 days,True,2
"Migos, Gucci Mane",CC,1345676,3309607,64,64,4,1345676,2018-01-26,spotify:track:35ffVv9x4mtzBh5rF1K9sP,"Quality Control Music, LLC",4,2018-01-26,259340,True,False,42,8,2018-01-26,24,Culture II,spotify:track:35ffVv9x4mtzBh5rF1K9sP,0,0,0,0 days,True,2
"Lana Del Rey, A$AP Rocky",Groupie Love (feat. A$AP Rocky),765591,3307031,175,128,6,765591,2017-07-13,spotify:track:2Ny6TS3vPVwx5PlJXXkLUW,Urban,6,2017-07-21,264037,True,False,0,1,2017-07-12,1,Groupie Love,spotify:track:2Ny6TS3vPVwx5PlJXXkLUW,1,8,9,<1 week,True,2
"Michael Bublé, The Puppini Sisters",Frosty the Snowman (feat. The Puppini Sisters),1678238,3306862,200,161,2,1678238,2024-12-24,spotify:track:6RJJUEOfUyMhcxtsfLNRpH,Reprise,2,2024-12-25,162482,False,False,51,18,2011-10-24,21,Christmas (Deluxe Special Edition),spotify:track:6RJJUEOfUyMhcxtsfLNRpH,4810,1,4811,4+ weeks,True,2
Nicki Minaj,Big Foot,1893168,3306393,55,55,2,1893168,2024-01-29,spotify:track:587Ks4sb6Wd2qRVS5i9fdW,Republic Records,2,2024-01-29,262268,True,False,47,1,2024-01-29,2,Big Foot,spotify:track:587Ks4sb6Wd2qRVS5i9fdW,0,0,0,0 days,False,1
"KSI, Tion Wayne, Swarmz",Houdini (feat. Swarmz & Tion Wayne),718562,3306365,196,151,5,718562,2020-04-27,spotify:track:3lay6f81Lhy0qp2Uvp4cNJ,BMG Rights Management (US) LLC,5,2020-05-22,169354,False,False,0,1,2020-04-24,1,Houdini (feat. Swarmz & Tion Wayne),spotify:track:3lay6f81Lhy0qp2Uvp4cNJ,3,25,28,<1 week,True,3
"Mora, Yandel",PÓLVORA,2136667,3304741,44,44,2,2136667,2023-08-29,spotify:track:3pQr8EhSzvKN3ZZlaL4Pae,Rimas Entertainment LLC,2,2023-08-29,185326,True,False,57,3,2023-08-28,15,ESTRELLA,spotify:track:3pQr8EhSzvKN3ZZlaL4Pae,1,0,1,<1 week,True,2
"Future, Lil Uzi Vert",Stripes Like Burberry,1669116,3303567,45,45,3,1669116,2020-11-13,spotify:track:6lt8iodSkYWEV0ifKCSlfg,Generation Now/Atlantic,3,2020-11-13,274313,True,False,47,1,2020-11-13,16,Pluto x Baby Pluto,spotify:track:6lt8iodSkYWEV0ifKCSlfg,0,0,0,0 days,True,2
"Nas, Kanye West",Cops Shot The Kid,1017949,3301639,68,68,4,1017949,2018-06-16,spotify:track:1vi9adPJiD4d22ybGp25hy,Mass Appeal / NAS,4,2018-06-16,167907,True,False,41,2,2018-06-15,7,NASIR,spotify:track:1vi9adPJiD4d22ybGp25hy,1,0,1,<1 week,True,2
Reynmen,Derdim Olsun,707277,3297760,191,167,5,707277,2019-01-27,spotify:track:0m0Ew7RcwZaBS8psxgE00P,ILS Music,5,2019-01-29,195483,False,False,0,1,2019-01-25,1,Derdim Olsun,spotify:track:0m0Ew7RcwZaBS8psxgE00P,2,2,4,<1 week,False,1
Morgan Wallen,865,1027116,3293502,103,103,4,1027116,2021-01-08,spotify:track:0sKEilrw1GrBlG6qsTCrP4,Big Loud / Republic,4,2021-01-08,190680,False,False,69,5,2021-01-08,30,Dangerous: The Double Album,spotify:track:0sKEilrw1GrBlG6qsTCrP4,0,0,0,0 days,False,1
TV Girl,Blue Hair,1116151,3288729,175,175,3,1116151,2023-05-01,spotify:track:39sDitIeCMrVX2QyXHY46t,TV Girl,3,2023-05-01,217000,False,False,83,3,2018-05-08,10,Death of a Party Girl,spotify:track:39sDitIeCMrVX2QyXHY46t,1819,0,1819,4+ weeks,False,1
"Lil Wayne, Nivea",Dope New Gospel (feat. Nivea),1325139,3287656,80,80,4,1325139,2018-09-28,spotify:track:7cG6SxmQ24hQWnR8UThrk2,"Young Money Records, Inc.",4,2018-09-28,207186,True,False,43,20,2018-09-28,23,Tha Carter V,spotify:track:7cG6SxmQ24hQWnR8UThrk2,0,0,0,0 days,True,2
"Gunna, Young Thug",mop (feat. Young Thug),1550348,3285673,64,64,3,1550348,2022-01-07,spotify:track:2ZGEjmwyeZ3rpEezkZwqOP,300 Entertainment,3,2022-01-07,185213,True,False,0,4,2022-01-07,19,DS4EVER,spotify:track:2ZGEjmwyeZ3rpEezkZwqOP,0,0,0,0 days,True,2
"Journey, Steve Perry",Separate Ways (Worlds Apart) - Bryce Miller/Alloy Tracks Remix,855880,3282667,160,158,4,855880,2022-07-03,spotify:track:0muK9BAzu2TJXQgWPsEj6e,Legacy Recordings,4,2022-07-04,165074,False,False,57,1,2022-04-12,1,Separate Ways (Worlds Apart) [Bryce Miller/Alloy Tracks Remix],spotify:track:0muK9BAzu2TJXQgWPsEj6e,82,1,83,4+ weeks,True,2
Linkin Park,Somewhere I Belong,1260397,3281833,63,63,5,1260397,2017-07-21,spotify:track:3agtg0x11wPvLIWkYR39nZ,Warner Records,5,2017-07-21,213933,False,False,71,3,2003-03-25,13,Meteora,spotify:track:3agtg0x11wPvLIWkYR39nZ,5232,0,5232,4+ weeks,False,1
SZA,Crybaby,1859293,3281740,120,120,2,1859293,2024-12-21,spotify:track:1g7pFO1WtclKCuIQiS8sNM,Top Dawg Entertainment/RCA Records,2,2024-12-21,241948,True,False,78,10,2024-12-20,38,SOS Deluxe: LANA,spotify:track:1g7pFO1WtclKCuIQiS8sNM,1,0,1,<1 week,False,1
"Post Malone, Jelly Roll",Losers (Feat. Jelly Roll),1853848,3279816,88,88,2,1853848,2024-08-16,spotify:track:0gucUyFMFRMlUiVn9US4YX,Mercury Records / Republic Records,2,2024-08-16,209038,False,False,75,10,2024-08-15,18,F-1 Trillion,spotify:track:0gucUyFMFRMlUiVn9US4YX,1,0,1,<1 week,True,2
"Asake, Travis Scott",Active,1711778,3279438,108,93,2,1711778,2024-08-07,spotify:track:2TOk5OzW5sL83ndKYZJmU7,YBNL Nation / EMPIRE,2,2024-08-09,172597,True,False,63,1,2024-08-06,1,Active,spotify:track:2TOk5OzW5sL83ndKYZJmU7,1,2,3,<1 week,True,2
"Halsey, SUGA, BTS",SUGA's Interlude,1629008,3274990,44,44,3,1629008,2019-12-06,spotify:track:5a0nHa7F4S9hb0Zi0zLS8w,Capitol Records,3,2019-12-06,138204,False,False,28,1,2019-12-06,1,SUGA's Interlude,spotify:track:5a0nHa7F4S9hb0Zi0zLS8w,0,0,0,0 days,True,3
Lil Uzi Vert,Moon Relate,1541203,3272599,59,59,3,1541203,2020-03-13,spotify:track:4sWGHlZGM1XA7TyWdtBAbA,Generation Now/Atlantic,3,2020-03-13,181825,True,False,49,8,2020-03-13,32,Eternal Atake (Deluxe) - LUV vs. The World 2,spotify:track:4sWGHlZGM1XA7TyWdtBAbA,0,0,0,0 days,False,1
Linkin Park,Papercut,1291773,3270742,185,58,5,1291773,2017-07-20,spotify:track:1Vej0qeQ3ioKwpI6FUbRv1,Warner Records,5,2017-07-21,184866,False,False,77,1,2000-10-24,15,Hybrid Theory (Bonus Edition),spotify:track:1Vej0qeQ3ioKwpI6FUbRv1,6113,1,6114,4+ weeks,False,1
"Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcángel",Tú No Amas,729254,3269652,171,171,5,729254,2019-06-21,spotify:track:5J64qSSq0VZuh0CiI9o9Nq,Hear This Music,5,2019-06-21,273321,False,False,54,1,2019-06-19,1,Tú No Amas,spotify:track:5J64qSSq0VZuh0CiI9o9Nq,2,0,2,<1 week,True,4
"Balming Tiger, Omega Sapien, bj wnjn, Mudd the student, RM",SEXY NUKIM (feat. RM of BTS),1201217,3265130,99,99,3,1201217,2022-09-01,spotify:track:1XkMxUilV0E3ChDERZJUEq,Balming Tiger,3,2022-09-02,229937,False,False,55,1,2022-09-01,1,SEXY NUKIM (feat. RM of BTS),spotify:track:1XkMxUilV0E3ChDERZJUEq,0,1,1,0 days,True,4
"Gambi, Heuss L'enfoiré",Dans l'espace (feat. Heuss l'Enfoiré),970843,3262376,151,151,4,970843,2020-01-17,spotify:track:2KAkkba3PaYFegfmYpUITv,Rec. 118,4,2020-01-17,169702,True,False,57,1,2020-01-17,1,Dans l'espace (feat. Heuss l'Enfoiré),spotify:track:2KAkkba3PaYFegfmYpUITv,0,0,0,0 days,True,2
Brett Eldredge,A Holly Jolly Christmas,1257529,3262014,200,166,3,1257529,2019-12-25,spotify:track:1GpPsjjd4D1jsteGYpGGIN,Atlantic Records,3,2021-12-24,142840,False,False,44,16,2018-10-26,18,Glow (Deluxe Edition),spotify:track:1GpPsjjd4D1jsteGYpGGIN,425,730,1155,4+ weeks,False,1
"Kelly Clarkson, Brett Eldredge, Atlantic Holiday",Under The Mistletoe,1664913,3259801,136,108,2,1664913,2020-12-24,spotify:track:2K4XbdyLxi9jhqVQeyUKRK,Atlantic Records,2,2020-12-25,225687,False,False,41,1,2020-10-28,1,Under The Mistletoe,spotify:track:2K4XbdyLxi9jhqVQeyUKRK,57,1,58,4+ weeks,True,3
Niall Horan,Black And White,1064466,3256852,113,113,4,1064466,2020-03-13,spotify:track:7rpNuuoMbid56XkDsx2FjE,Capitol Records,4,2020-03-13,193089,False,False,64,2,2020-03-13,14,Heartbreak Weather,spotify:track:7rpNuuoMbid56XkDsx2FjE,0,0,0,0 days,False,1
Taylor Swift,Bad Blood,1350205,3254372,165,118,5,1350205,2017-06-09,spotify:track:0TvQLMecTE8utzoNmvXRbK,"Big Machine Records, LLC",5,2023-08-10,211933,False,False,70,8,2014-01-01,13,1989,spotify:track:0TvQLMecTE8utzoNmvXRbK,1255,2253,3508,4+ weeks,False,1
Avicii,The Days,1697429,3254024,49,49,3,1697429,2018-04-21,spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,Universal Music AB,3,2018-04-21,278480,False,False,68,1,2014-01-01,4,The Days / Nights,spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,1571,0,1571,4+ weeks,False,1
Red Velvet,Queendom,892193,3248410,135,111,4,892193,2021-08-16,spotify:track:6SpPr7K4YQ2wp8jU6uOTmQ,SM Entertainment,4,2021-08-17,181760,False,False,60,1,2021-08-16,6,Queendom - The 6th Mini Album,spotify:track:6SpPr7K4YQ2wp8jU6uOTmQ,0,1,1,0 days,False,1
Brent Faiyaz,ALL MINE,1547977,3247911,53,53,3,1547977,2022-07-08,spotify:track:3XgGQ1wjo5khvq2UImjyNF,"Lost Kids LLC., Marketed by Venice / Stem",3,2022-07-08,216062,True,False,77,6,2022-07-08,19,WASTELAND,spotify:track:3XgGQ1wjo5khvq2UImjyNF,0,0,0,0 days,False,1
Lil Uzi Vert,Sasuke,1708289,3247829,39,39,3,1708289,2020-04-25,spotify:track:0ROE31C8Wu4neZoR9stM9e,Generation Now/Atlantic,3,2020-04-25,251336,True,False,47,1,2020-04-24,1,Sasuke,spotify:track:0ROE31C8Wu4neZoR9stM9e,1,0,1,<1 week,False,1
"Pitbull, Kesha",Timber,1881134,3245686,184,92,2,1881134,2024-10-05,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,Mr.305/Polo Grounds Music/RCA Records,2,2024-12-31,204160,False,False,84,13,2012-01-01,17,Global Warming: Meltdown (Deluxe Version),spotify:track:3cHyrEgdyYRjgJKSOiOtcS,4661,87,4748,4+ weeks,True,2
Harry Styles,From the Dining Table,985046,3245572,84,84,5,985046,2017-05-12,spotify:track:1IF5UcqRO42D12vYwceOY6,Columbia,5,2017-05-12,211960,False,False,69,10,2017-05-12,10,Harry Styles,spotify:track:1IF5UcqRO42D12vYwceOY6,0,0,0,0 days,False,1
Slipknot,Unsainted,992943,3243929,117,117,4,992943,2019-05-17,spotify:track:2093eVNfimjmNjU1gk1ES7,Roadrunner Records,4,2019-05-17,260276,True,False,0,1,2019-05-16,1,Unsainted,spotify:track:2093eVNfimjmNjU1gk1ES7,1,0,1,<1 week,False,1
Morgan Wallen,Devil Don’t Know,1919238,3242000,63,63,2,1919238,2023-03-03,spotify:track:2PsbT927UanvyH9VprlNOu,Big Loud Records / Mercury Records / Republic Records,2,2023-03-03,205182,False,False,61,5,2023-03-03,36,One Thing At A Time,spotify:track:2PsbT927UanvyH9VprlNOu,0,0,0,0 days,False,1
Mora,FANTASÍAS,2044178,3240123,49,49,2,2044178,2023-08-29,spotify:track:2v1EKQQn4UYC6qB13Vphaf,Rimas Entertainment LLC,2,2023-08-29,191847,True,False,57,6,2023-08-28,15,ESTRELLA,spotify:track:2v1EKQQn4UYC6qB13Vphaf,1,0,1,<1 week,False,1
"Lil Baby, EST Gee",Real As It Gets (feat. EST Gee),1054489,3239588,92,92,4,1054489,2021-03-05,spotify:track:7eX3um6NpOQKWJMGCi97XD,Quality Control Music/Motown Records,4,2021-03-05,192804,True,False,60,1,2021-03-04,1,Real As It Gets (feat. EST Gee),spotify:track:7eX3um6NpOQKWJMGCi97XD,1,0,1,<1 week,True,2
"Brent Faiyaz, Dahi, Tyler, The Creator","GRAVITY (FEAT. TYLER, THE CREATOR)",1267840,3238660,78,73,3,1267840,2021-01-29,spotify:track:6u3CPnFMKANYgfdiifFOiJ,Lost Kids,3,2022-07-08,214692,True,False,60,1,2021-01-29,1,"Gravity (feat. Tyler, The Creator)",spotify:track:6u3CPnFMKANYgfdiifFOiJ,0,525,525,0 days,True,4
Lil Baby,Not Finished,1357030,3236442,90,90,3,1357030,2022-10-14,spotify:track:2A0G0bPmlkUXUbvWqrAXzg,Quality Control Music/Motown Records,3,2022-10-14,163453,True,False,60,9,2022-10-14,23,It's Only Me,spotify:track:2A0G0bPmlkUXUbvWqrAXzg,0,0,0,0 days,False,1
Shubh,One Love,1141134,3234317,200,191,3,1141134,2023-10-29,spotify:track:5ZLkihi6DVsHwDL3B8ym1t,SHUBH,3,2023-11-11,159222,False,False,74,1,2023-08-18,1,One Love,spotify:track:5ZLkihi6DVsHwDL3B8ym1t,72,13,85,4+ weeks,False,1
"Kane Brown, blackbear",Memory,1077513,3229890,96,96,4,1077513,2021-07-09,spotify:track:34chhNX59Wo9HMFCsI3K8Y,RCA Records Label Nashville,4,2021-07-09,153337,False,False,62,1,2021-07-09,1,Memory,spotify:track:34chhNX59Wo9HMFCsI3K8Y,0,0,0,0 days,True,2
"Bryant Myers, Anuel AA",Gan-Ga - Remix,705023,3228591,162,162,5,705023,2019-11-16,spotify:track:27qRmG3zOWPvMYUkpPdQ1g,eOne Music,5,2019-11-16,193363,True,False,0,1,2019-11-15,1,Gan-Ga (Remix),spotify:track:27qRmG3zOWPvMYUkpPdQ1g,1,0,1,<1 week,True,2
"Offset, J. Cole",How Did I Get Here (feat. J. Cole),1143486,3227251,88,88,4,1143486,2019-02-22,spotify:track:32iPykTXUNZ9oGyACGUybq,Quality Control Music/Motown Records,4,2019-02-22,276794,True,False,50,2,2019-02-22,16,FATHER OF 4,spotify:track:32iPykTXUNZ9oGyACGUybq,0,0,0,0 days,True,2
"Avicii, A R I Z O N A",Hold The Line (feat. A R I Z O N A),1221797,3226360,70,70,4,1221797,2019-06-07,spotify:track:6EBlOYNcZ8MrdEov9lEdV6,Universal Music AB,4,2019-06-07,171785,False,False,58,7,2019-06-06,12,TIM,spotify:track:6EBlOYNcZ8MrdEov9lEdV6,1,0,1,<1 week,True,2
"Gucci Mane, Justin Bieber",Love Thru the Computer (feat. Justin Bieber),971179,3224792,108,108,4,971179,2019-05-31,spotify:track:1VsqQEYObJsOPaeZwEXRPg,Guwop Enterprises/Atlantic,4,2019-05-31,173927,True,False,0,1,2019-05-31,1,Love Thru The Computer (feat. Justin Bieber),spotify:track:1VsqQEYObJsOPaeZwEXRPg,0,0,0,0 days,True,2
"Maroon 5, A Boogie Wit da Hoodie",Wait (feat. A Boogie Wit da Hoodie),589975,3223536,51,51,113,589975,2018-02-23,spotify:track:0SvxydoxEEkXt9aMAqTfpB,Interscope Records*,6,2018-02-23,190476,False,False,44,1,2018-01-26,1,Wait (feat. A Boogie Wit da Hoodie),spotify:track:0SvxydoxEEkXt9aMAqTfpB,28,0,28,3-4 weeks,True,2
"Beyoncé, The Weeknd",6 Inch (feat. The Weeknd),1364623,3220811,53,53,3,1364623,2019-04-23,spotify:track:0pxNyJJiL2zZZ5GgJ4JhsQ,Parkwood Entertainment/Columbia,3,2019-04-23,260440,True,False,61,5,2016-04-23,13,Lemonade,spotify:track:0pxNyJJiL2zZZ5GgJ4JhsQ,1095,0,1095,4+ weeks,True,2
"Joji, BENEE",Afterthought,1000877,3217042,119,119,4,1000877,2020-09-25,spotify:track:1ggYjU6zdFHgANcku82boU,88rising Music,4,2020-09-25,194871,False,False,2,13,2020-09-24,18,Nectar,spotify:track:1ggYjU6zdFHgANcku82boU,1,0,1,<1 week,True,2
21 Savage,gun smoke,1397206,3215987,72,72,3,1397206,2018-12-21,spotify:track:4f1XXGjZZ9EkFkrbPJek6X,"Slaughter Gang, LLC/Epic Records",3,2018-12-21,167410,True,False,52,5,2018-12-21,15,i am > i was,spotify:track:4f1XXGjZZ9EkFkrbPJek6X,0,0,0,0 days,False,1
A$AP Rocky,D.M.B.,1454028,3201516,83,83,3,1454028,2022-05-06,spotify:track:7IBLt4Qarf4JDLxIQDv2O5,A$AP Worldwide/Polo Grounds Music/RCA Records,3,2022-05-06,291611,True,False,55,1,2022-05-05,1,D.M.B.,spotify:track:7IBLt4Qarf4JDLxIQDv2O5,1,0,1,<1 week,False,1
Kanye West,Stronger,440452,3200318,188,188,8,440452,2017-01-05,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,Roc-A-Fella,8,2017-02-10,311866,True,False,8,3,2007-09-11,13,Graduation,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,3404,36,3440,4+ weeks,False,1
"Avicii, Joe Janiak",Bad Reputation (feat. Joe Janiak),1143014,3194944,82,82,4,1143014,2019-06-07,spotify:track:0HZgYFimoJG9Ijy8InUWcV,Universal Music AB,4,2019-06-07,205416,False,False,59,5,2019-06-06,12,TIM,spotify:track:0HZgYFimoJG9Ijy8InUWcV,1,0,1,<1 week,True,2
Desiigner,Outlet,505006,3194218,161,161,7,505006,2017-02-10,spotify:track:6E39QsoWB7JjphPF9xCQSN,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,7,2017-02-10,268813,True,False,48,1,2017-02-09,1,Outlet,spotify:track:6E39QsoWB7JjphPF9xCQSN,1,0,1,<1 week,False,1
Feid,Ferxxo 100,1139672,3192950,111,111,3,1139672,2022-09-14,spotify:track:1sbNEFiURUYfy024cJX8JG,UMLE - Latino,3,2022-09-14,167760,False,False,76,5,2022-09-14,15,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,spotify:track:1sbNEFiURUYfy024cJX8JG,0,0,0,0 days,False,1
"Future, Metro Boomin, J. Cole",Red Leather,1935871,3190480,64,64,2,1935871,2024-04-12,spotify:track:4Dx4e0X5dR6TW85dtFU42x,Wilburn Holding Co./Boominati/Epic/Republic,2,2024-04-12,414893,True,False,68,18,2024-04-12,25,WE STILL DON'T TRUST YOU,spotify:track:4Dx4e0X5dR6TW85dtFU42x,0,0,0,0 days,True,3
"Migos, Polo G",Malibu (feat. Polo G),1541227,3183950,60,60,3,1541227,2021-06-11,spotify:track:3v1zVVdzNVNt7vmI9VG2gq,Quality Control Music/Motown Records,3,2021-06-11,248651,True,False,51,5,2021-06-11,19,Culture III,spotify:track:3v1zVVdzNVNt7vmI9VG2gq,0,0,0,0 days,True,2
"Agust D, j-hope",HUH?! (feat. j-hope),2024039,3176124,53,53,2,2024039,2023-04-21,spotify:track:6XrPzwKeGzEvtan3acn7VH,BIGHIT MUSIC,2,2023-04-21,183290,True,False,64,3,2023-04-21,10,D-DAY,spotify:track:6XrPzwKeGzEvtan3acn7VH,0,0,0,0 days,True,2
21 Savage,asmr,1293644,3166871,82,82,3,1293644,2018-12-21,spotify:track:2QgfDF0fQ4sskDthP8MG5w,"Slaughter Gang, LLC/Epic Records",3,2018-12-21,171713,True,False,57,9,2018-12-21,15,i am > i was,spotify:track:2QgfDF0fQ4sskDthP8MG5w,0,0,0,0 days,False,1
Sam Smith,The Lighthouse Keeper,1585197,3164489,137,120,2,1585197,2020-12-24,spotify:track:2WUVQQAsWvScEdBVilRYaR,PLG - Capitol,2,2020-12-25,247493,False,False,41,1,2020-11-20,1,The Lighthouse Keeper,spotify:track:2WUVQQAsWvScEdBVilRYaR,34,1,35,4+ weeks,False,1
"Jung Kook, Latto",Seven (feat. Latto) (Instrumental),1906639,3156612,65,65,2,1906639,2023-07-14,spotify:track:2D9mO7arRSeHAEHNVAacaA,BIGHIT MUSIC,2,2023-07-14,184240,False,False,51,3,2023-07-14,3,Seven (feat. Latto),spotify:track:2D9mO7arRSeHAEHNVAacaA,0,0,0,0 days,True,2
"BIA, Nicki Minaj",WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,960309,3156560,127,127,4,960309,2021-07-09,spotify:track:67G6iaOw8DZqp1z8STR89R,Epic,4,2021-07-09,229601,True,False,59,1,2021-07-09,1,WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],spotify:track:67G6iaOw8DZqp1z8STR89R,0,0,0,0 days,True,2
Trippie Redd,Snake Skin,1181402,3155792,61,61,4,1181402,2019-08-09,spotify:track:48BycLu4MtbVvCumpvMMbP,"TenThousand Projects, LLC",4,2019-08-09,186944,True,False,0,2,2019-08-09,14,!,spotify:track:48BycLu4MtbVvCumpvMMbP,0,0,0,0 days,False,1
"DaBaby, Future, jetsonmade",LIGHTSKIN SH*T (feat. Future & jetsonmade),1664037,3154111,39,39,3,1664037,2020-04-17,spotify:track:16oi4OiKmkO51l60F5R9kR,South Coast Music Group/Interscope Records,3,2020-04-17,111173,True,False,41,3,2020-04-17,13,BLAME IT ON BABY,spotify:track:16oi4OiKmkO51l60F5R9kR,0,0,0,0 days,True,3
Florence + The Machine,Hunger,1094897,3145626,76,76,4,1094897,2018-05-04,spotify:track:6HJcuxVgYjxcYDnPG0ystc,EMI,4,2018-05-04,214666,False,False,41,1,2018-05-03,1,Hunger,spotify:track:6HJcuxVgYjxcYDnPG0ystc,1,0,1,<1 week,False,1
"Post Malone, Dolly Parton",Have The Heart (Feat. Dolly Parton),1828499,3143381,93,93,2,1828499,2024-08-16,spotify:track:1sqXfPaRD7npnH712RZQAF,Mercury Records / Republic Records,2,2024-08-16,183333,False,False,61,5,2024-08-15,18,F-1 Trillion,spotify:track:1sqXfPaRD7npnH712RZQAF,1,0,1,<1 week,True,2
Jimin,Interlude : Dive,1942884,3142653,62,62,2,1942884,2023-03-24,spotify:track:2qg2jy3v50RwfV5FAqG3a2,BIGHIT MUSIC,2,2023-03-24,130996,False,False,57,2,2023-03-24,6,FACE,spotify:track:2qg2jy3v50RwfV5FAqG3a2,0,0,0,0 days,False,1
"Logic, G-Eazy",COMMANDO (feat. G-Eazy),1156415,3134222,80,80,4,1156415,2019-05-10,spotify:track:2SDFznsHkeFXiPFwN0npVM,Def Jam Recordings,4,2019-05-10,211933,True,False,0,8,2019-05-10,16,Confessions of a Dangerous Mind,spotify:track:2SDFznsHkeFXiPFwN0npVM,0,0,0,0 days,True,2
Chance the Rapper,Same Drugs,562547,3124726,137,137,6,562547,2017-02-13,spotify:track:6m9qPYXmhge2QhBLfFKnVF,Chance the Rapper,6,2017-02-14,257775,False,False,58,6,2016-05-27,14,Coloring Book,spotify:track:6m9qPYXmhge2QhBLfFKnVF,262,1,263,4+ weeks,False,1
"The Chainsmokers, Jhené Aiko",Wake Up Alone,873786,3123816,85,85,5,873786,2017-04-07,spotify:track:0dj1CtyRxZ4bnIT4Q20jNT,Disruptor Records/Columbia,5,2017-04-07,215720,False,False,46,10,2017-04-07,12,Memories...Do Not Open,spotify:track:0dj1CtyRxZ4bnIT4Q20jNT,0,0,0,0 days,True,2
